eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.21277695894241333,0.9138666666666667,112.465,66.687,1.049,1.0
0.23154515027999878,0.9245333333333333,112.4596,66.691,1.049,2.0
0.32037419080734253,0.9248,112.4068,66.722,1.05,3.0
0.21347567439079285,0.9169333333333334,112.4606,66.69,1.049,3.0
