epoch,accuracy,loss,val_accuracy,val_loss
0,0.5057142972946167,0.6940577626228333,0.5261333584785461,0.6901170611381531
1,0.6742571592330933,0.5752557516098022,0.8582666516304016,0.3292213976383209
2,0.8845428824424744,0.29517680406570435,0.8830666542053223,0.2803248465061188
3,0.9248856902122498,0.2005748748779297,0.885866641998291,0.2874186336994171
4,0.9540857076644897,0.13505633175373077,0.8758666515350342,0.3554552495479584
5,0.9787428379058838,0.0736071914434433,0.8762666583061218,0.43473196029663086
6,0.9877142906188965,0.048829276114702225,0.8709333539009094,0.5151703357696533
